,sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
301,1232468:4,This was a repeat visit and we'll definitely be back again.,,visit,definitely be back again.,Positive,False
302,1232468:4,This was a repeat visit and we'll definitely be back again.,,we'll,definitely be back again.,Positive,False
303,1241906:0,"Great service, great food.",,food.,Great,Positive,True
304,1241906:0,"Great service, great food.",,food.,great,Positive,True
305,1241906:1,Prices are in line.,,Prices,line.,Positive,False
306,1241906:2,"Compared to other shabu restaurants around town, this places wins hands-down.",,,,,False
307,1241906:3,But too far east!,,,too far east!,Negative,False
308,1253117:0,I live a block away and go to Patsy's frequently.,I,,a block away,Positive,False
309,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",,The pizza,delicious,Positive,True
310,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",,some,nice,Positive,False
311,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",,,very quickly,Negative,False
312,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",,its,not that filling.,Negative,False
313,1253117:4,So eat fast and order a lot.,,,fast,Positive,False
314,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,,Wait staff,blantently unappreciative,Positive,True
315,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,,pie,best,Positive,True
316,1256373:0,By far the best salad I have had in a fast food restaurant.,,,fast,Positive,False
317,1256373:0,By far the best salad I have had in a fast food restaurant.,,salad,the best,Positive,True
318,1256373:1,fine dining restaurant quality.,,dining restaurant,fine,Positive,True
319,1256373:1,fine dining restaurant quality.,,dining,fine,Positive,True
320,1256373:2,Over 100 different choices to create your own.,,,,,False
321,1256373:3,A must try!,,,,,False
322,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",,restaurant,great,Positive,True
323,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,,perfect,Positive,False
324,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,,delicious,Positive,False
325,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",,the service,professional wan warm.,Positive,True
326,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",,The chicken pot pie,"delictable,",Positive,True
327,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!",,,,,False
328,1264954:4,We will return many times for this oasis in mid-town.,We,times,return,Positive,False
329,1269216:0,I grew up on these bagels.,,,,,False
330,1269216:1,The staff is no nonsense.,,The staff,no nonsense.,Negative,True
331,1269216:2,The food options rule.,,The food options,rule.,Positive,True
332,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,the bagels,freeze,Negative,True
333,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,the bagels,would still be better than any else.,Negative,True
334,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,they,would still be better than any else.,Negative,False
335,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,,it,the original store.,Positive,False
336,1275154:0,I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A.,,,,,False
337,1275154:1,"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",,,,,False
338,1275154:2,I asked the chef what he recommends and he asked me if I like Uni. (,,,,,False
339,1275154:3,"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.)",,,,,False
340,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",,,,,False
341,1275154:5,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",,,,,False
342,1275154:6,The sake menu should not be overlooked!,,The sake menu,should not be overlooked!,Negative,True
343,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",,,,,False
344,1275154:8,Try the lobster teriyaki and the rose special roll.,,,,,False
345,1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,,,,,False
346,1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,Service,non-intrusive.,Positive,True
347,1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,Service,very good,Positive,True
348,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",,Food,very good,Positive,True
349,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,,Wine list selection,good,Positive,True
350,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,,rather noisy,Negative,False
351,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,decour,pleasant,Positive,True
352,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,the restaurant,full,Positive,False
353,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",,,,,False
354,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",,,,,False
355,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",,Seating,"always prompt,",Positive,True
356,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",,Food,"usually very good,",Negative,True
357,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",,,,,False
358,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",,The decor,vibrant,Positive,True
359,1286916:0,I have NEVER been disappointed in the Red Eye.,I,,NEVER been disappointed,Negative,False
360,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",,,,,False
361,1286916:2,I've never ordered anything else from their menu...there's no need to.,,,ordered,Negative,False
362,1286916:3,It's simply the best meal in NYC.,,meal,the best,Positive,True
363,1286916:4,You cannot go wrong at the Red Eye Grill.,,,,,False
364,1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",,,,,False
365,1287538:1,We've lived in the area for more than 8 years.,,,,,False
366,1287538:2,The restaurant is cute but not upscale.,,The restaurant,cute,Negative,True
367,1287538:2,The restaurant is cute but not upscale.,,The restaurant,not upscale.,Negative,True
368,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,The food,rough,Positive,True
369,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,balance of herbs,perfect,Positive,True
370,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,the food,delicious,Positive,True
371,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,,homemade,Positive,False
372,1287538:4,I would highly recommend it.,I,it.,highly recommend,Positive,False
373,1287538:5,It's one of our favorite places to eat in NY.,,,,,False
374,1289424:0,We had a great time at the Jekyll and hyde Pub last night.,,,,,False
375,1289424:1,We were walking around the village and went into this place just for some drinks.,,,drinks.,Positive,False
376,1289424:2,After really enjoying ourselves at the bar we sat down at a table and had dinner.,,,,,False
377,1289424:3,The server was really cool and served us our food and drinks with a smile.,,drinks,with a smile.,Positive,False
378,1289424:3,The server was really cool and served us our food and drinks with a smile.,,The server,really cool,Positive,True
379,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,,,,,False
380,1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,,dinner,having,Positive,False
