sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching,Type
en_India'sGrill_477960698:0,The ambiance was a peaceful and relaxing break amongst all the kids running around in Downtown Disney.,,break,relaxing,Positive,TRUE,test
en_India'sGrill_477960698:0,Great Breakfast,,Breakfast,Great,Positive,TRUE,test
en_India'sGrill_477960698:1,Green Tea creme brulee is a must!,,Green Tea creme brulee,a must!,Negative,TRUE,test
en_India'sGrill_477960698:3,Food was good and cheap.,,Food,cheap.,Positive,TRUE,test
en_India'sGrill_477960698:3,The decor was beautiful and unique.,,The decor,beautiful,Positive,TRUE,test
en_India'sGrill_477960698:5,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.",,the food,always freshly prepared.,Negative,TRUE,test
en_India'sGrill_477960698:7,"If you're interested in good tasting (without the fish taste or smell), large portions and creative sushi dishes this is your place...",,tasting,good,Positive,TRUE,test
en_MercedesRestaurant_478010600:1,And the service was simply spendid - quite a delight.,,the service,spendid,Positive,TRUE,test
en_MercedesRestaurant_478010600:2,"I know many people have their favorite types of pizza and pizza places, but Mioposto's pizza lacks quality and good taste.",,pizza,lacks quality,Positive,TRUE,test
en_MercedesRestaurant_478010600:2,"The appetizer was interesting, but the Creme Brulee was very savory and delicious.",,The appetizer,"interesting,",Positive,TRUE,test
en_MercedesRestaurant_478010600:2,The pizza¡¦s are thin crust and the menu offers very creative combinations and toppings.,,The pizza¡¦s,thin crust,Positive,TRUE,test
en_MercedesRestaurant_478010600:3,Some of the food is clearly oriented toward foodies (like me) so if your not a foodie (nothing wrong with that)- head over to McDonalds or some Ruby Tuesday and have at it!,,Some of the food,clearly oriented toward foodies (like me),Negative,TRUE,test
en_MercedesRestaurant_478010600:3,The band was very good and the service was attentive.,,The band,very good,Positive,TRUE,test
en_MercedesRestaurant_478010600:3,"The naan was some of the best I've had and I really enjoyed the bhartha, not too tomatoey.",I,"the bhartha,",enjoyed,Positive,TRUE,test
en_MercedesRestaurant_478010601:0,¡V I was highly disappointed in the food at Pagoda.,I,food,highly disappointed,Negative,TRUE,test
en_MercedesRestaurant_478010601:1,"Excellent food, nice ambience, fairly expensive",,"ambience,",nice,Positive,TRUE,test
en_MercedesRestaurant_478010602:0,best chinese food i have tasted in a long time,,chinese food,best,Positive,TRUE,test
en_MercedesRestaurant_478010603:1,It was steamed and tossed with garlic.,,It,steamed,Positive,TRUE,test
en_MercedesRestaurant_478010603:1,The only positive thing about Mioposto is the nice location.,,location.,nice,Positive,TRUE,test
en_MercedesRestaurant_478010603:2,"The coffe is very good, too.",,The coffe,"very good, too.",Positive,TRUE,test
en_MercedesRestaurant_478010605:0,One of the best Sushi place in town.,,place,One of the best,Positive,TRUE,test
en_MercedesRestaurant_478010605:2,best honey walnyt prawns that we have every tasted.,,honey,best,Positive,TRUE,test
en_MercedesRestaurant_478010605:4,"I picked the asparagus, which turned out to be incredible and perfectly prepared.",,"asparagus,",incredible,Negative,TRUE,test
en_MercedesRestaurant_478010605:4,Caesar salad was superb.,,Caesar salad,superb.,Positive,TRUE,test
en_MercedesRestaurant_480852899:1,The food was all good but it was way too mild.,,The food,all good,Positive,TRUE,test
en_MercedesRestaurant_480852899:1,¡V The food was not great & the waiters were rude.,,the waiters,rude.,Negative,TRUE,test
en_MiopostoCaffe_478542919:10,Drinks were good.,,Drinks,good.,Positive,TRUE,test
en_MiopostoCaffe_478542919:10,"Everything you want and more, very fresh.",,Everything you want,very fresh.,Positive,TRUE,test
en_MiopostoCaffe_478542919:2,"The dinner only took us about an hour and the prices were alright for the strip, almost $50/pp after tax and tip (about average).",,the prices,alright,Positive,TRUE,test
en_MiopostoCaffe_478542919:9,"It was romantic - and even nice even with my sister, reminded me of Italy, and had artwork and music that kept up the feeling of being in a Mediterrean villa.",,It,romantic -,Positive,TRUE,test
en_MiopostoCaffe_478542920:0,The food was all good but it was way too mild.,,it,way too mild.,Negative,TRUE,test
en_MiopostoCaffe_478542920:1,I had the Kafta plate and it was perfect.,,it,perfect.,Positive,TRUE,test
en_MiopostoCaffe_478542920:2,"The atmosphere is aspiring, and the decor is festive and amazing..",,The atmosphere,"aspiring,",Negative,TRUE,test
en_MiopostoCaffe_478542920:4,Just go there and see for yourself.,,there,Just go,Positive,TRUE,test
en_MiopostoCaffe_478542920:4,¡V This place is famous for their breakfast.,,This place,famous for their breakfast.,Positive,TRUE,test
en_MiopostoCaffe_478542920:5,"The restaurant was busy, however there were a few tables open.",,The restaurant,"busy,",Negative,TRUE,test
en_MiopostoCaffe_478542920:6,"Parking is reasonably good, they have their own lot and you can park in the park nearby.",,Parking,"reasonably good,",Positive,TRUE,test
en_MiopostoCaffe_478542920:6,big thick pepperoni,,pepperoni,big,Positive,TRUE,test
en_MiopostoCaffe_478542920:7,Their apps are all delicious.,,apps,all delicious.,Positive,TRUE,test
en_MiopostoCaffe_478542920:7,"We are locals, and get the feeling the only way this place survives with such average food is because most customers are probably one-time customer tourists.",,food,such average,Negative,TRUE,test
en_MiopostoCaffe_478542920:7,It isn't the cheapest sushi but has been worth it every time.,,it every time.,has been worth,Negative,TRUE,test
en_MiopostoCaffe_478542921:1,It's a great place to enjoy food and meet friends.,,place,great,Positive,TRUE,test
en_MiopostoCaffe_478542921:1,"The food is fantastic, authentic, delicious and very, very affordable.",,The food,"fantastic, authentic, delicious",Positive,TRUE,test
en_MiopostoCaffe_478542921:2,I recommend it for a night when you want to splurge! (it was a bit expensive),I,it,recommend,Positive,TRUE,test
en_MiopostoCaffe_478542921:5,Great food with an awesome atmosphere!,,food,Great,Positive,TRUE,test
en_MiopostoCaffe_478542922:0,A perfect place to take out of town guests any time of the year.,,place,perfect,Positive,TRUE,test
en_MiopostoCaffe_478542922:0,"Nice ambience, but highly overrated place.",,place.,highly overrated,Negative,TRUE,test
en_MiopostoCaffe_478542922:7,"Portions was just enough for me, but may not be for a big eater.",,Portions,may not be for a big eater.,Negative,TRUE,test
en_MiopostoCaffe_478542922:8,Its great if you spent the day there and didn't want to drive to eat.,,Its,great,Positive,TRUE,test
en_MiopostoCaffe_478542922:8,"¡V This review is for the Southglen location which is not listed in Citysearch: I wish this review would make a difference enough for it to be addressed by management but Snooze has people climbing over each other for a chance to eat at this overpriced restaurant with mediocre food and service, so this review as well as the other negative ones for their Larimer location will go unaddressed.",,location,will go unaddressed.,Negative,TRUE,test
en_MiopostoCaffe_478542922:8,"¡V I will never forget the amazing meal, service, and ambiance I experience at this restaurant.",I,"meal, service,",never forget,Positive,TRUE,test
en_MiopostoCaffe_478543071:1,"food was fine, with a some little-tastier-than-normal salsa.",,food,with a some little-tastier-than-normal salsa.,Positive,TRUE,test
en_MiopostoCaffe_478543071:3,"At best, the food was good and definately overpriced.",,the food,good,Positive,TRUE,test
en_MiopostoCaffe_478543071:3,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",,the waitstaff,unbelievably accomodating,Positive,TRUE,test
en_MiopostoCaffe_478543072:3,"I complained to the manager, but he was not even apologetic.",I,"the manager,",not even apologetic.,Negative,TRUE,test
en_MiopostoCaffe_478543072:3,¡V I loved the pumpkin ravioli and the goat cheese gnocchi (5 big ones to a plate instead of 20 or so little gnocchis) and my sister loved her filet mignon on top of spinach and mashed potatoes.,I,the pumpkin ravioli,loved,Positive,TRUE,test
en_MiopostoCaffe_478543072:4,When I got there I sat up stairs where the atmosphere was cozy & the service was horrible!,,the atmosphere,cozy,Positive,TRUE,test
en_MiopostoCaffe_478543072:6,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",,the service,superb.,Positive,TRUE,test
en_MiopostoCaffe_479702043:10,"Even then, the order was not correct and we were still waiting for a couple items.",,the order,not correct,Negative,TRUE,test
en_MiopostoCaffe_479702043:4,"The food was ok, but the service was so poor that the food was cold buy the time everyone in my party was served.",,The food,"ok,",Negative,TRUE,test
en_MiopostoCaffe_479702043:4,The owners are great fun and the beer selection is worth staying for.,,The owners,great fun,Positive,TRUE,test
en_MiopostoCaffe_479702043:6,The onion rings are great!,,The onion rings,great!,Positive,TRUE,test
en_MiopostoCaffe_479702043:6,The outside patio area has an abbreviated menu.,,The outside patio area,an abbreviated menu.,Negative,TRUE,test
en_Murphy's_478075037:1,The only drawback is that this place is really expensive and the portions are on the small side.,,this place,really expensive,Negative,TRUE,test
en_Murphy's_478075037:3,The price was right too.,,The price,right too.,Positive,TRUE,test
en_Murphy's_478075040:0,"However, this place is a gem, and I won't stop going back.",I,this place,won't stop going back.,Negative,TRUE,test
en_Murphy's_478075040:1,Nice food but no spice!,,food,Nice,Positive,TRUE,test
en_Murphy's_478075040:2,The best dish are the honwy walnut prawns- just outstanding.,,dish,best,Positive,TRUE,test
en_Murphy's_478075040:3,The staff are friendly and the decor was ethic and colorful.,,the decor,colorful.,Positive,TRUE,test
en_Murphy's_478075040:3,the staff was very nice and courteous and obviously chinese.,,the staff,obviously chinese.,Positive,TRUE,test
en_Murphy's_478075040:3,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",,the waiting staff,perfect,Positive,TRUE,test
en_Murphy's_478075040:3,"the food was great, the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me.",,the waitress,too busy,Negative,TRUE,test
en_Murphy's_478075041:3,The staff are friendly and the decor was ethic and colorful.,,the decor,ethic,Positive,TRUE,test
en_Murphy's_478075041:4,It reminds me of those great little restaurants in San Francisco.,,restaurants,little,Positive,TRUE,test
en_OpenSesame_477970770:0,I can highly recommend their various saag and paneer and korma.,I,paneer,recommend,Positive,TRUE,test
en_OpenSesame_477970770:4,¡V ...and the best summertime deck experience--they will even bring you a blanket if you get cold in the Seattle evening weather.,,summertime deck experience--they,best,Positive,TRUE,test
en_OpenSesame_477970936:2,Love the enchiladas and chicken soup - and be sure to check out their specials.,,the enchiladas,Love,Positive,TRUE,test
en_OpenSesame_477970936:3,"The music is great, no night better or worse, the bar tenders are generous with the pouring, and the lighthearted atmosphere will lifts you spirits.",,the bar tenders,"generous with the pouring,",Positive,TRUE,test
en_OpenSesame_477970936:3,the brocollis were so fresh and tasty.,,the brocollis,fresh,Positive,TRUE,test
en_OpenSesame_477970936:4,I have eaten here three times and have found the quality and variety of the fish to be excellent.,,variety of the fish,to be excellent.,Positive,TRUE,test
en_OpenSesame_477970936:5,It was decent but nothing exceptional.,,It,decent,Positive,TRUE,test
en_OpenSesame_477970936:5,Maybe it is good for that one night once in a blue moon when the chefs decide to use fish that's half-way decent.,,it,good,Positive,TRUE,test
en_OpenSesame_477970937:0,The decor was beautiful and unique.,,The decor,unique.,Positive,TRUE,test
en_OpenSesame_477970937:10,This place is charming and relaxing.,,This place,relaxing.,Positive,TRUE,test
en_OpenSesame_477970937:5,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,,appetizer,Amazing,Positive,TRUE,test
en_OpenSesame_477970937:5,¡V By far the best bar in the east village...,,bar,far the best,Positive,TRUE,test
en_OpenSesame_477970937:7,"The appetizer of oysters, lobster, crab (small size) made a perfect entre for my wife.",,entre,perfect,Positive,TRUE,test
en_OpenSesame_477970938:2,The food is great and they make a mean bloody mary.,,The food,great,Positive,TRUE,test
en_OpenSesame_477970938:8,"The bathroom itself is very small with two toilets and only one sink, the girl was staying totally on the way hanging out paper towels from the dispenser.",,The bathroom,very small,Negative,TRUE,test
en_OpenSesame_477970938:8,The owners are great fun and the beer selection is worth staying for.,,the beer selection,worth staying for.,Positive,TRUE,test
en_OpenSesame_477970938:8,"The sommelier is fantastic, down-to-earth, & extremely knowlegable.",,The sommelier,"fantastic, down-to-earth,",Negative,TRUE,test
en_OpenSesame_477970939:3,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,,the feel of the restaurant,crowded.,Negative,TRUE,test
en_OpenSesame_477970939:5,"The food was very good, filet mignon was probably the best I've ever try.",,filet mignon,the best I've ever try.,Positive,TRUE,test
en_OpenSesame_477970940:1,"so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty.",,"the prawns, they",fresh,Negative,TRUE,test
en_OpenSesame_477970940:5,The servers behind the counter are always friendly and helpful.,,counter,helpful.,Positive,TRUE,test
en_OpenSesame_477970940:6,The atmosphere was just okay.,,The atmosphere,just okay.,Negative,TRUE,test
en_OpenSesame_477970940:6,"¡V Mercedes restaurant is so tasty, the service is undeniably awesome!",,the service,undeniably awesome!,Negative,TRUE,test
en_OpenSesame_477970940:8,I'd go back there in a heartbeat.,,there,I'd go back,Positive,TRUE,test
en_OpenSesame_477970940:8,i highly recommend this place to all that want to try indain food for the first time.,i,this place,recommend,Positive,TRUE,test
en_PagodaRestaurant_478006816:1,It's the perfect spot for a romantic date for 2 or a secret rendezvous!,,spot,perfect,Positive,TRUE,test
en_PagodaRestaurant_478006816:3,But the servers were extremely attentive and very friendly.,,the servers,extremely attentive,Positive,TRUE,test
en_PagodaRestaurant_478006816:3,The service was exceptional - sometime there was a feeling that we were served by the army of friendly waiters.,,The service,exceptional -,Positive,TRUE,test
en_PagodaRestaurant_478006817:1,I swore never to return for a warm beer and mediocre meal.,I,beer,warm,Positive,TRUE,test
en_PagodaRestaurant_478006817:3,"The portions are big though, so do not order too much.",,The portions,big,Positive,TRUE,test
en_PagodaRestaurant_478006817:4,This is a great place to get a delicious meal.,,meal.,delicious,Positive,TRUE,test
en_PagodaRestaurant_479983203:11,The servers behind the counter are always friendly and helpful.,,counter,always friendly,Positive,TRUE,test
en_PagodaRestaurant_479983203:11,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",,NYC,best,Positive,TRUE,test
en_PagodaRestaurant_479983203:13,the ambiance of the restaurant was nice and good for fine dinning.,,the ambiance,good,Positive,TRUE,test
en_PagodaRestaurant_479983203:13,the ambiance of the restaurant was nice and good for fine dinning.,,the ambiance,nice,Positive,TRUE,test
en_PagodaRestaurant_479983203:14,"Oh yeah...the view was good, too.",,Oh yeah...the view,"good, too.",Positive,TRUE,test
en_PagodaRestaurant_479983203:14,"As part of a small party of four, our food was dropped off without comment;",,our food,dropped off without comment;,Positive,TRUE,test
en_PagodaRestaurant_479983203:2,And they give good quantity for the price.,,quantity,good,Positive,TRUE,test
en_PagodaRestaurant_479983203:4,Worst Service I Ever Had,,Service,Worst,Positive,TRUE,test
en_PagodaRestaurant_479983203:4,"Many people talk about the great pizza and poor service, so it can't just be the rantings of a few dissatisfied customers.",,"service,",poor,Positive,TRUE,test
en_PagodaRestaurant_479983203:6,"The sommelier is fantastic, down-to-earth, & extremely knowlegable.",,The sommelier,extremely knowlegable.,Negative,TRUE,test
en_PagodaRestaurant_479983203:6,"But the space is small and lovely, and the service is helpful.",,the space,"lovely,",Positive,TRUE,test
en_PagodaRestaurant_479983203:6,The staff are friendly and the decor was ethic and colorful.,,The staff,friendly,Positive,TRUE,test
en_PagodaRestaurant_479983203:9,The pizza is delicious and the salads are fantastic.,,The pizza,delicious,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778171:1,Great draft and bottle selection and the pizza rocks.,,draft,Great,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778171:10,"But the space is small and lovely, and the service is helpful.",,the service,helpful.,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778171:3,"Food wise, its ok but a bit pricey for what you get considering the restaurant isn't a fancy place.",,Food,ok,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778171:5,It isn't the cheapest sushi but has been worth it every time.,,sushi,cheapest,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778171:5,The servers behind the counter are always friendly and helpful.,,The servers,always friendly,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778171:6,The house special roll is really good.,,The house special roll,really good.,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778171:7,Open & Cool Place with the Best Pizza and Coffee,,Place,Cool,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778210:3,Southglenn is largest location.,,Southglenn,largest location.,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778210:3,The service was courteous and attentive.,,The service,courteous,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778211:16,Great open and friendly ambience.,,ambience.,open,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778211:16,Great Breakfast,,Breakfast,Great,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778211:19,"good sake, good food ¡V i honestly don't know much about japanese food at all.",,food,good,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778211:20,It is not worth going at all and spend your money there!!!,,It,not worth,Negative,TRUE,test
en_ParkChaletGardenRestaurant_477778211:3,"The chips and salsa are so yummy, and the prices are fabulous.",,the prices,fabulous.,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778211:4,Service was decent.,,Service,decent.,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778211:6,"It was so much though that I could barely finish but I did, since it was delicious.",,It,much,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778211:7,"However, the value and service are both severely lacking.",,service,both severely lacking.,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778282:0,"Portions was just enough for me, but may not be for a big eater.",,Portions,just enough,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778282:2,This is sad for what once was one of the best places you could ever eat.,,places,could ever eat.,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778282:2,Not the biggest portions but adequate.,,portions,adequate.,Negative,TRUE,test
en_ParkChaletGardenRestaurant_477778282:3,Love it every time,,it,Love,Positive,TRUE,test
en_ParkChaletGardenRestaurant_477778282:4,"It's located in a strip mall near the Beverly Center, not the greatest location, but the food keeps me coming back for more.",,the food,me coming back for more.,Positive,TRUE,test
en_Patsy'sPizzeria_478232062:0,It was decent but nothing exceptional.,,It,nothing exceptional.,Negative,TRUE,test
en_ProfessorThom's_478606538:3,"The wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured.",,The wine list,incredible,Positive,TRUE,test
en_ProfessorThom's_478606538:6,"We went back to the restaurant and low and behold, we were seated at one of the tables that was available 30 minutes ago!!",,tables,available 30 minutes ago!!,Positive,TRUE,test
en_ProfessorThom's_478606538:6,The food is sinful.,,The food,sinful.,Positive,TRUE,test
en_ProfessorThom's_478606538:7,¡V Every neighborhood has a few great local bars that are the best secrets.,,local bars,great,Positive,TRUE,test
en_ProfessorThom's_478606540:2,"The pancakes were certainly inventive but $8.50 for 3 - 6"" pancakes (one of them was more like 5"") in the pancake flight (sample of 3 different pancakes) is well over-priced.",,different pancakes),well over-priced.,Positive,TRUE,test
en_ProfessorThom's_478606540:4,For the amount of food we got the prices should have been lower.,,prices,should have been lower.,Negative,TRUE,test
en_ProfessorThom's_478606543:0,"Also, they serve THE best hummus in America, with a drizzle of fragrant olive oil (which, I believe is the traditional way)!",,hummus,best,Positive,TRUE,test
en_ProfessorThom's_478606543:2,"good sake, good food ¡V i honestly don't know much about japanese food at all.",,food,good,Positive,TRUE,test
en_ProfessorThom's_478606543:4,It has great sushi and even better service.,,sushi,great,Positive,TRUE,test
en_ProfessorThom's_478606543:6,For the amount of food we got the prices should have been lower.,,the amount of food,should have been lower.,Negative,TRUE,test
en_Ray'sBoathouse_477775915:2,"On a recent trip, our waiter was extremely dismissive, while no less than three staff members waited hand-and-foot on a pair of Japanese girls seated nearby.",,our waiter,"extremely dismissive,",Negative,TRUE,test
en_Ray'sBoathouse_477775915:5,The ambiance was a peaceful and relaxing break amongst all the kids running around in Downtown Disney.,,The ambiance,a peaceful,Positive,TRUE,test
en_Ray'sBoathouse_477775915:7,The service is fantastic at this fun place.,,The service,fantastic,Positive,TRUE,test
en_Ray'sBoathouse_477775916:2,The best calamari in Seattle!,,calamari,best,Positive,TRUE,test
en_Ray'sBoathouse_477775916:2,It's a great little place with tons of potential to be a neighborhood joint if the service weren't so impersonal and corporate-like.,,place,little,Positive,TRUE,test
en_Ray'sBoathouse_477775917:2,The service ranges from mediocre to offensive.,,The service ranges,from mediocre to offensive.,Positive,TRUE,test
en_Ray'sBoathouse_477775917:2,I also really enjoy the simplicity of the decor and intimate feeling of a small restaurant.,I,the simplicity of the decor,really enjoy,Positive,TRUE,test
en_Ray'sBoathouse_477775918:14,It's a great place to people watch.,,place,great,Positive,TRUE,test
en_Ray'sBoathouse_477775918:14,"The appetizer was interesting, but the Creme Brulee was very savory and delicious.",,the Creme Brulee,delicious.,Positive,TRUE,test
en_Ray'sBoathouse_477775918:15,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,,it,a blast!,Positive,TRUE,test
en_Ray'sBoathouse_477775918:3,"We were seated right away, the table was private and nice.",,the table,nice.,Positive,TRUE,test
en_Ray'sBoathouse_477775918:7,"The restaurant was 80 % full and there was a sign posted ""wait to be seated.""",,The restaurant,80 % full,Negative,TRUE,test
en_Ray'sBoathouse_477775919:1,good sake selection.,,sake selection.,good,Positive,TRUE,test
en_Ray'sBoathouse_477775919:2,great meal ¡V the fish on the omikase platter was absolutely decadent -- there was none of the stringiness that sometimes accompanies fair sushi -- this fish was perfect!!!!,,meal,great,Positive,TRUE,test
en_Ray'sBoathouse_477775920:3,The pizza was slightly reminescent of Baker's Beach pizza which occupied the the space years ago (a distant second).,,pizza,reminescent of Baker's Beach pizza,Negative,TRUE,test
en_Ray'sBoathouse_477775920:3,"Great seasonal fish and seafood, with a classy waterfront setting.",,waterfront setting.,classy,Positive,TRUE,test
en_Sage_480875505:4,"best restaurant in the world, great decor, great customer service, friendly manager",,restaurant,best,Positive,TRUE,test
en_SchoonerOrLater_477965689:0,great beer,,beer,great,Positive,TRUE,test
en_SchoonerOrLater_477965689:2,It was steamed and tossed with garlic.,,It,tossed with garlic.,Positive,TRUE,test
en_SchoonerOrLater_477965848:2,"the fish was fresh, though it was cut very thin.",,the fish,"fresh,",Positive,TRUE,test
en_SchoonerOrLater_477965848:2,The service is really attentive and charming.,,The service,really attentive,Positive,TRUE,test
en_SchoonerOrLater_477965848:6,I swore never to return for a warm beer and mediocre meal.,I,meal.,warm,Positive,TRUE,test
en_SchoonerOrLater_477965848:6,¡V I highly recommend Mioposto.,,Mioposto.,recommend,Positive,TRUE,test
en_SchoonerOrLater_477965849:2,Nice food but no spice!,,food,no spice!,Negative,TRUE,test
en_SchoonerOrLater_477965849:2,"¡V Schooner or Later's charming location along the marina in Long Beach and average food does not, unfortunately, compensate for its very poor customer service.",,location,charming,Positive,TRUE,test
en_SchoonerOrLater_477965849:4,"But the space is small and lovely, and the service is helpful.",,the space,small,Positive,TRUE,test
en_SchoonerOrLater_477965849:5,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",,the food,outstanding.,Positive,TRUE,test
en_SchoonerOrLater_477965850:1,Food was good and appetizing.,,Food,good,Positive,TRUE,test
en_SchoonerOrLater_477965850:2,The wine list is wonderful and the food reminds me of my recent trip to Italy.,,The wine list,wonderful,Positive,TRUE,test
en_SchoonerOrLater_477965850:3,¡V My first time to dine at this restaurant was with my son and it was absolutely horrible!,,it,absolutely horrible!,Positive,TRUE,test
en_SchoonerOrLater_479615721:1,"While this diner had reasonably good food, the restaurant staff seemed completely indifferent to our presence, and this attitude was reflected in the lack of service.",,this attitude,the lack of service.,Positive,TRUE,test
en_SchoonerOrLater_479615721:3,"While I could have done without the youth who shared the evening with us, our wonderful server and food made the experience a very positive one.",,the experience,very positive one.,Positive,TRUE,test
en_SchoonerOrLater_479615721:3,The flavors were good but I have had far better pancakes at a German pancake specialty restaurant that were a little cheaper but significantly larger.,,The flavors,good,Positive,TRUE,test
en_SchoonerOrLater_479842021:2,"i would normally not finish the brocolli when i order these kinds of food but for the first time, every piece was as eventful as the first one... the scallops and prawns was so fresh and nicely cooked.",,prawns,nicely cooked.,Negative,TRUE,test
en_SchoonerOrLater_479842021:3,"The atmosphere is aspiring, and the decor is festive and amazing..",,the decor,festive,Positive,TRUE,test
en_SchoonerOrLater_479842021:3,Enjoyed the food,,the food,Enjoyed,Positive,TRUE,test
en_SchoonerOrLater_479842021:4,"¡V As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.",,the food,overpriced.,Positive,TRUE,test
en_SchoonerOrLater_479842021:6,It was absolutely amazing.,,It,absolutely amazing.,Positive,TRUE,test
en_SchoonerOrLater_479842021:7,"Oh, and the cheese fries are awesome!",,the cheese fries,awesome!,Positive,TRUE,test
en_SchoonerOrLater_479842021:7,"The chips and salsa are so yummy, and the prices are fabulous.",,The chips,"yummy,",Positive,TRUE,test
en_SnoozeanAMEatery_479991844:2,The sashimi was the freshest and most tender I have ever tasted.,I,The sashimi,most tender,Negative,TRUE,test
en_SnoozeanAMEatery_479991844:2,The band was very good and the service was attentive.,,the service,attentive.,Positive,TRUE,test
en_SnoozeanAMEatery_479991844:3,"Drinks are suberb, and I feel like I am in a Third World country when I walk in the door.",,Drinks,"suberb,",Positive,TRUE,test
en_SnoozeanAMEatery_480032670:2,The food was great!,,The food,great!,Positive,TRUE,test
en_SnoozeanAMEatery_480032670:3,the staff was very nice and courteous and obviously chinese.,,the staff,courteous,Positive,TRUE,test
en_SnoozeanAMEatery_480032670:4,The most pleasant surprise was the check that did not exceed my expectations as it always happens in most of the places.,,surprise,most pleasant,Positive,TRUE,test
en_SnoozeanAMEatery_480032670:6,I liked the atmosphere very much but the food was not worth the price.,,the food,not worth the price.,Negative,TRUE,test
en_SnoozeanAMEatery_480133929:4,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",,The food,"fantastic,",Positive,TRUE,test
en_SnoozeanAMEatery_480133929:8,It reminds me of those great little restaurants in San Francisco.,,restaurants,great,Positive,TRUE,test
en_SnoozeanAMEatery_480171723:2,Food was good and cheap.,,Food,good,Positive,TRUE,test
en_SnoozeanAMEatery_480171723:3,The pizza¡¦s are light and scrumptious.,,The pizza¡¦s,light,Positive,TRUE,test
en_SnoozeanAMEatery_480171723:7,My g/f and I both agreed the food was very mediocre especially considering the price.,I,the food,very mediocre,Negative,TRUE,test
en_SnoozeanAMEatery_480171723:9,"The atmosphere is aspiring, and the decor is festive and amazing..",,the decor,amazing..,Positive,TRUE,test
en_SnoozeanAMEatery_480412257:3,"The appetizer was interesting, but the Creme Brulee was very savory and delicious.",,the Creme Brulee,very savory,Positive,TRUE,test
en_SnoozeanAMEatery_480412257:3,"However, the value and service are both severely lacking.",,the value,both severely lacking.,Positive,TRUE,test
en_SnoozeanAMEatery_480412257:6,"The decor is rustic, traditional Japanese.",,The decor,"rustic, traditional Japanese.",Positive,TRUE,test
en_SnoozeanAMEatery_480412257:6,The entire staff was extremely accomodating and tended to my every need.,,The entire staff,extremely accomodating,Negative,TRUE,test
en_SnoozeanAMEatery_480412257:7,Our server was very professional and friendly.,,Our server,very professional,Positive,TRUE,test
en_SnoozeanAMEatery_480412257:7,Never too crowded and always great service.,,service.,great,Positive,TRUE,test
en_StackRestaurant__Bar_478538111:10,Serves really good sushi.,,sushi.,good,Positive,TRUE,test
en_StackRestaurant__Bar_478538111:2,"Great food, spectacular location, and friendly service keep us coming back year after year.",,"food,",Great,Positive,TRUE,test
en_StackRestaurant__Bar_478538111:3,The steak was done to my exact liking (medium rare) and was nice and juicy.,,The steak,nice,Positive,TRUE,test
en_StackRestaurant__Bar_478538111:3,"Before the steak came, the server told us that the steak did not come with any sides and suggested I pick something from the menu.",,the steak,not come with any sides,Negative,TRUE,test
en_StackRestaurant__Bar_478538111:3,The sushi here is delicious!,,The sushi,delicious!,Positive,TRUE,test
en_StackRestaurant__Bar_478538111:4,The service was courteous and attentive.,,The service,attentive.,Positive,TRUE,test
en_StackRestaurant__Bar_478538111:5,"¡V I will never forget the amazing meal, service, and ambiance I experience at this restaurant.",I,ambiance,never forget,Positive,TRUE,test
